Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
303,Sound recognize mind east six office.,2025-02-27,2025-03-04,3.89,Feature,Low,Technical,U07
304,Upon stock spring factor.,2025-01-08,2025-01-11,1.21,Feature,Medium,Technical,U01
305,Serve miss rather piece one into.,2025-04-26,2025-05-06,4.05,Bug,Low,Admin,U01
306,Foot important him project education so large.,2025-03-07,2025-03-11,9.88,Feature,Low,Technical,U03
307,Back office director where.,2025-02-19,2025-02-21,8.03,Bug,Medium,Support,U03
308,Another scientist bit.,2025-04-03,2025-04-05,5.69,Improvement,High,Support,U05
309,Most course individual visit anyone them down.,2025-02-07,2025-02-13,6.92,Improvement,High,Technical,U07
310,Record that enter throw election.,2025-02-10,2025-02-17,7.5,Feature,Medium,Research,U08
311,White leave difficult yourself leg Mrs.,2025-04-01,2025-04-02,5.83,Improvement,Medium,Research,U10
312,Little later treat.,2025-05-06,2025-05-07,8.77,Improvement,Low,Admin,U01
313,Toward particular probably old moment quite catch according.,2025-02-06,2025-02-14,1.7,Improvement,Medium,Technical,U07
314,Nearly current player study in.,2025-02-17,2025-02-25,8.21,Improvement,Low,Research,U02
315,Law both customer.,2025-01-07,2025-01-11,8.0,Feature,High,Technical,U03
316,Begin turn model agree wonder charge.,2025-01-15,2025-01-16,6.27,Improvement,Low,Support,U06
317,Father raise attack resource response.,2025-04-06,2025-04-09,6.29,Bug,Low,Support,U10
318,Why doctor call.,2025-01-08,2025-01-18,4.59,Bug,Low,Research,U07
319,Inside positive apply loss recognize.,2025-03-01,2025-03-03,2.47,Improvement,High,Admin,U10
320,Those oil energy audience per.,2025-01-15,2025-01-16,7.62,Feature,Low,Admin,U03
321,Summer say measure consumer partner section.,2025-04-23,2025-05-01,3.77,Bug,High,Admin,U09
322,Race option dark father official site certainly.,2025-02-23,2025-02-25,4.75,Improvement,Medium,Technical,U03
323,Institution to seek simple treat.,2025-03-31,2025-04-10,9.63,Improvement,Medium,Support,U10
324,Class down never detail southern.,2025-02-06,2025-02-11,2.77,Improvement,High,Research,U01
325,Knowledge personal out travel ok former.,2025-04-13,2025-04-20,8.4,Feature,Low,Technical,U09
326,Not economic soon shoulder.,2025-03-18,2025-03-20,5.9,Bug,Medium,Support,U09
327,Gas magazine next information consider leader.,2025-04-09,2025-04-12,7.58,Improvement,High,Support,U10
328,Ready often management more knowledge.,2025-03-07,2025-03-17,2.18,Improvement,High,Research,U06
329,Put key including movie.,2025-01-20,2025-01-22,4.76,Feature,Medium,Admin,U09
330,Assume gun firm answer clear learn man travel.,2025-05-07,2025-05-16,2.4,Bug,High,Research,U08
331,Cut program own market.,2025-02-21,2025-02-25,9.71,Feature,Medium,Research,U07
332,West available minute medical.,2025-05-12,2025-05-17,1.69,Improvement,Low,Support,U09
333,Admit fine college research buy big determine.,2025-01-16,2025-01-22,6.39,Feature,High,Research,U07
334,During apply life order reach interesting exactly.,2025-03-02,2025-03-11,7.23,Bug,High,Support,U06
335,Structure five read.,2025-02-17,2025-02-27,4.06,Bug,High,Support,U10
336,Structure popular grow society foreign.,2025-01-14,2025-01-20,9.82,Improvement,Low,Admin,U07
337,High born nearly little win.,2025-03-09,2025-03-18,6.49,Feature,Low,Admin,U01
338,Father blue others movie.,2025-03-15,2025-03-17,4.44,Improvement,Low,Technical,U06
339,Sometimes most blue money stand.,2025-01-17,2025-01-25,3.61,Feature,High,Admin,U09
340,Inside moment keep.,2025-02-02,2025-02-10,5.62,Feature,Medium,Technical,U09
341,Respond will fill only.,2025-01-26,2025-01-30,9.7,Bug,Medium,Admin,U03
342,Whom eye minute wind.,2025-04-27,2025-04-28,1.04,Improvement,High,Support,U08
343,Yes alone fire who society.,2025-01-08,2025-01-10,5.4,Feature,High,Support,U10
344,Country close yard store.,2025-04-28,2025-05-05,4.7,Feature,Medium,Admin,U03
345,Thus each necessary cover might year.,2025-01-17,2025-01-21,7.21,Bug,Low,Support,U06
346,Act industry economy mean century.,2025-03-10,2025-03-12,1.37,Feature,High,Technical,U02
347,Car station next never energy fact.,2025-02-13,2025-02-17,8.87,Feature,Low,Admin,U01
348,Adult his voice necessary image consider happen.,2025-01-16,2025-01-26,8.73,Improvement,High,Research,U03
349,Speech able bit test experience.,2025-03-21,2025-03-28,9.71,Feature,Low,Admin,U10
350,Choose then movement black.,2025-04-02,2025-04-06,6.25,Bug,High,Research,U08
351,Arrive section tax study choose institution present game.,2025-03-27,2025-03-31,2.51,Bug,High,Admin,U07
352,Night real investment show subject ground.,2025-04-15,2025-04-22,9.01,Bug,Medium,Technical,U04
353,News range involve audience people authority.,2025-05-10,2025-05-12,9.39,Bug,High,Technical,U05
354,Music or message note office factor ahead.,2025-04-10,2025-04-16,8.58,Feature,Low,Admin,U01
355,Laugh personal seek out people.,2025-04-15,2025-04-22,2.96,Improvement,Low,Support,U01
356,Nation budget professor professor realize teach war.,2025-02-08,2025-02-16,2.39,Improvement,Low,Support,U03
357,Ball old heart.,2025-05-06,2025-05-07,5.93,Feature,High,Support,U05
358,Position western group even gas evening.,2025-04-17,2025-04-20,6.93,Improvement,Low,Admin,U01
359,Phone treat moment common certainly official federal.,2025-04-25,2025-05-05,9.69,Feature,High,Support,U09
360,Police baby look phone.,2025-03-18,2025-03-27,5.17,Improvement,Low,Support,U02
361,Term Republican boy out a group while man.,2025-03-31,2025-04-06,1.13,Feature,High,Support,U09
362,Although campaign price newspaper knowledge.,2025-02-14,2025-02-18,1.76,Improvement,Low,Research,U01
363,Total they exist.,2025-01-22,2025-01-25,6.39,Improvement,Medium,Support,U05
364,Large later purpose fast edge serve.,2025-04-12,2025-04-19,7.04,Bug,High,Research,U02
365,Act stuff window recognize.,2025-02-10,2025-02-13,9.61,Feature,Medium,Research,U02
366,Use seven standard before campaign former.,2025-01-20,2025-01-27,9.25,Feature,High,Admin,U06
367,Model past himself guess.,2025-05-05,2025-05-15,1.92,Improvement,High,Support,U01
368,Include through leg.,2025-05-11,2025-05-14,4.38,Bug,Low,Technical,U01
369,Avoid explain amount public choice though.,2025-04-21,2025-04-26,5.83,Feature,High,Technical,U05
370,Pm rather when agreement approach recent.,2025-05-11,2025-05-16,9.25,Feature,Low,Technical,U05
371,Color several then certain compare commercial.,2025-05-02,2025-05-09,5.72,Feature,Low,Admin,U09
372,Behavior hard table whether most open begin.,2025-01-11,2025-01-19,9.35,Bug,Medium,Admin,U07
373,From popular area long.,2025-04-11,2025-04-17,9.49,Feature,Medium,Admin,U03
374,Seat democratic outside car.,2025-04-19,2025-04-20,7.85,Improvement,High,Support,U05
375,Language far door assume that subject.,2025-03-28,2025-04-04,7.19,Bug,Low,Support,U04
376,Young add decision value if.,2025-05-03,2025-05-13,2.51,Improvement,Low,Technical,U04
377,Small face card culture ago go.,2025-01-05,2025-01-14,4.94,Bug,High,Support,U06
378,Red enjoy church save.,2025-04-25,2025-05-03,4.81,Bug,Medium,Admin,U10
379,Help population staff else may.,2025-02-10,2025-02-15,2.31,Feature,High,Technical,U05
380,Might who name him.,2025-04-20,2025-04-30,7.26,Feature,High,Admin,U09
381,Soon close war right so.,2025-03-03,2025-03-08,8.3,Improvement,High,Research,U09
382,He upon end great ground matter.,2025-05-02,2025-05-05,7.0,Improvement,Low,Support,U03
383,Improve measure investment north company Democrat part surface.,2025-02-22,2025-03-04,6.75,Feature,Low,Support,U07
384,Learn sometimes successful marriage.,2025-03-02,2025-03-03,7.03,Bug,Medium,Technical,U02
385,Mr side effect.,2025-04-10,2025-04-20,1.9,Feature,High,Technical,U03
386,Pattern arrive thousand people traditional.,2025-05-08,2025-05-10,1.67,Bug,High,Research,U06
387,Central offer face card ready easy number.,2025-04-08,2025-04-13,9.25,Improvement,Medium,Support,U07
388,Attention they cultural because less shoulder box.,2025-03-23,2025-03-26,5.78,Feature,Low,Research,U04
389,Hold investment life chance white.,2025-03-03,2025-03-12,2.74,Feature,Low,Support,U06
390,Increase join consider arrive consider house.,2025-02-11,2025-02-18,8.09,Bug,Low,Support,U01
391,Teacher compare my increase detail claim energy.,2025-01-20,2025-01-28,2.83,Improvement,Medium,Support,U03
392,Paper sound story know western.,2025-03-21,2025-03-24,9.38,Bug,Low,Support,U04
393,Side necessary finally be similar when friend.,2025-01-21,2025-01-31,2.32,Improvement,High,Technical,U09
394,Air population best stage face fast cause.,2025-03-27,2025-03-28,6.69,Improvement,High,Support,U10
395,Morning trouble site thing fast.,2025-04-11,2025-04-12,4.54,Improvement,Low,Research,U07
396,Pick under mention left wonder upon.,2025-02-24,2025-03-05,9.22,Bug,Medium,Admin,U06
397,Way increase interesting class same able expect.,2025-03-23,2025-04-01,7.09,Improvement,High,Support,U04
398,Expect election arrive.,2025-02-02,2025-02-07,5.55,Improvement,Low,Support,U01
399,Wear economy large.,2025-03-28,2025-03-31,5.13,Improvement,Low,Research,U08
400,Expert project tax.,2025-01-08,2025-01-12,6.29,Feature,Low,Research,U10
401,Early financial writer player draw.,2025-02-22,2025-03-04,1.96,Improvement,High,Technical,U07
402,Throw sense prevent wrong occur point.,2025-03-31,2025-04-03,4.0,Feature,Medium,Research,U05
403,Public easy age red sign put positive.,2025-02-05,2025-02-09,8.57,Feature,High,Admin,U09
404,American far really under collection.,2025-02-02,2025-02-08,7.47,Bug,High,Research,U04
405,Not yes effort law field.,2025-03-24,2025-03-26,7.93,Bug,Low,Support,U10
406,Idea help level.,2025-04-06,2025-04-08,3.16,Bug,Medium,Research,U03
407,Site deep smile responsibility ever.,2025-02-06,2025-02-09,3.99,Improvement,Low,Admin,U06
408,Cover rise quality ok different choice.,2025-03-15,2025-03-21,5.53,Bug,High,Support,U01
409,Surface agent audience reach picture join.,2025-02-20,2025-02-23,7.96,Bug,High,Technical,U10
410,Tree likely foreign box also similar wind.,2025-03-08,2025-03-13,2.32,Feature,Low,Technical,U03
411,Peace respond bank whose.,2025-04-25,2025-04-30,8.46,Feature,Medium,Research,U05
412,We agree month by try already.,2025-03-21,2025-03-31,4.26,Feature,Low,Technical,U02
413,General simple glass blue sell mother notice.,2025-04-21,2025-05-01,8.01,Feature,Medium,Support,U10
414,Consumer glass leader source.,2025-04-08,2025-04-15,2.33,Improvement,Medium,Technical,U10
415,Worry quality cost may understand out share.,2025-05-13,2025-05-19,2.56,Feature,Medium,Support,U07
416,Able win pass season article technology.,2025-04-12,2025-04-16,1.74,Feature,Medium,Research,U09
417,Cultural however rise authority decide fall through.,2025-01-10,2025-01-14,3.6,Feature,Medium,Admin,U08
418,Theory way step outside gun.,2025-01-28,2025-02-01,2.39,Feature,High,Admin,U04
419,Point senior bag American.,2025-02-15,2025-02-25,7.98,Improvement,High,Support,U06
420,Option carry discover than.,2025-01-09,2025-01-12,7.9,Bug,High,Support,U10
421,How machine business left drive weight available.,2025-05-12,2025-05-17,7.06,Feature,High,Admin,U09
422,Establish yet participant truth attorney rise once watch.,2025-05-08,2025-05-13,5.53,Improvement,Medium,Support,U02
423,Organization usually allow music.,2025-02-01,2025-02-10,2.78,Bug,Low,Technical,U06
424,Similar tonight toward ten subject catch.,2025-01-31,2025-02-01,1.53,Bug,High,Support,U04
425,Develop north image single detail of spring.,2025-03-07,2025-03-08,9.59,Bug,Medium,Admin,U01
426,Tonight above eat wind strategy job agent.,2025-04-29,2025-04-30,5.47,Improvement,Low,Research,U09
427,Level practice local research past.,2025-04-25,2025-04-28,2.95,Bug,High,Admin,U06
428,Strong sure ten however us defense magazine.,2025-03-27,2025-03-29,5.84,Improvement,Medium,Technical,U01
429,Anything himself the play.,2025-03-20,2025-03-26,6.44,Feature,Low,Support,U07
430,Indeed run night.,2025-01-14,2025-01-19,5.36,Feature,High,Support,U10
431,Management girl too behind watch computer court.,2025-02-12,2025-02-21,9.14,Improvement,High,Support,U01
432,Hand industry individual western system sure century.,2025-02-17,2025-02-25,8.95,Feature,Medium,Admin,U05
433,Mention month arm part remember.,2025-03-29,2025-04-04,3.51,Improvement,High,Support,U09
434,Father buy finish check key may season quite.,2025-04-15,2025-04-18,9.03,Bug,High,Support,U09
435,Short may peace article direction past important course.,2025-03-08,2025-03-18,9.14,Bug,High,Admin,U09
436,Occur position contain cultural resource mission local.,2025-02-26,2025-03-04,1.64,Feature,High,Research,U03
437,Course health car strong treat management girl tax.,2025-02-12,2025-02-16,5.03,Improvement,Medium,Research,U09
438,Tax blood sister follow sometimes.,2025-03-14,2025-03-22,9.33,Feature,Low,Research,U01
439,Big report change evening force money your.,2025-04-16,2025-04-26,2.67,Feature,Medium,Technical,U03
440,Down beat admit act consumer attention whose.,2025-04-15,2025-04-24,8.29,Feature,High,Support,U06
441,South admit above nation prevent.,2025-04-25,2025-05-04,3.52,Bug,High,Admin,U10
442,Second would front.,2025-04-09,2025-04-10,3.12,Feature,Low,Technical,U07
443,Production establish exactly affect somebody here note.,2025-03-09,2025-03-10,6.43,Bug,Medium,Support,U08
444,Perform prepare require agency anything statement.,2025-02-03,2025-02-06,3.96,Improvement,Low,Admin,U08
445,Paper other friend boy light color class yet.,2025-01-04,2025-01-11,9.65,Feature,High,Support,U04
446,True sound people firm responsibility throw.,2025-03-21,2025-03-24,5.63,Bug,Low,Support,U09
447,Wonder call whom operation table form.,2025-02-24,2025-03-03,2.62,Bug,Medium,Technical,U01
448,Drop sense enter both officer around take work.,2025-03-01,2025-03-04,8.0,Bug,Low,Technical,U01
449,Think nice available within.,2025-04-21,2025-05-01,8.25,Improvement,High,Support,U08
450,Benefit whose time order theory probably.,2025-03-20,2025-03-22,3.81,Improvement,Medium,Research,U05
451,Above reason today example executive.,2025-01-28,2025-01-29,1.36,Improvement,Medium,Research,U08
452,Radio arm total young threat someone anything.,2025-02-15,2025-02-16,2.34,Bug,High,Technical,U03
453,Himself computer situation group she week feeling.,2025-03-20,2025-03-28,7.07,Improvement,High,Admin,U05
454,Night hold half amount land or defense involve.,2025-02-28,2025-03-01,2.6,Feature,Low,Admin,U01
455,Report party however hear.,2025-02-20,2025-02-24,4.44,Bug,Low,Admin,U09
456,Price feel imagine father.,2025-03-07,2025-03-12,1.46,Improvement,Medium,Research,U01
457,Such forget health.,2025-02-05,2025-02-06,3.57,Bug,Low,Support,U09
458,Single size something brother buy administration.,2025-04-13,2025-04-14,8.37,Improvement,Low,Admin,U03
459,International evening we little us free.,2025-03-17,2025-03-19,4.59,Bug,Medium,Research,U04
460,Often west ok sister floor.,2025-03-21,2025-03-26,5.63,Bug,Low,Support,U05
461,Particularly them light through.,2025-01-16,2025-01-24,8.6,Improvement,Medium,Support,U08
462,Turn again tonight join either.,2025-04-06,2025-04-13,4.29,Bug,Medium,Research,U05
463,Involve girl should play compare.,2025-02-04,2025-02-09,3.89,Bug,High,Research,U02
464,Benefit only value every.,2025-02-07,2025-02-09,5.03,Feature,Low,Technical,U01
465,Beyond sea system.,2025-05-04,2025-05-13,3.31,Improvement,Medium,Research,U08
466,Speak paper hold must.,2025-03-17,2025-03-26,9.82,Improvement,High,Technical,U01
467,Front degree technology mention daughter pull open face.,2025-01-16,2025-01-25,5.1,Feature,Medium,Research,U07
468,Set watch word east music.,2025-03-25,2025-03-27,1.55,Improvement,Low,Support,U06
469,Feeling standard usually.,2025-03-04,2025-03-12,2.06,Improvement,High,Support,U06
470,Consider lawyer easy answer sport happy party.,2025-04-04,2025-04-06,8.93,Bug,High,Support,U05
471,Trade tax say water.,2025-05-02,2025-05-04,6.54,Feature,High,Technical,U04
472,Save moment region take well name.,2025-01-29,2025-02-01,4.73,Feature,Medium,Admin,U04
473,Beyond treatment including southern.,2025-01-28,2025-02-04,8.45,Improvement,High,Technical,U07
474,History career to weight hold each.,2025-01-16,2025-01-22,7.17,Improvement,High,Technical,U07
475,Charge training family staff specific.,2025-01-17,2025-01-23,4.48,Bug,Medium,Admin,U03
476,Drug future fly thank answer.,2025-02-17,2025-02-24,3.21,Bug,Medium,Research,U06
477,Its budget director worker picture.,2025-05-08,2025-05-12,8.76,Improvement,Medium,Research,U05
478,Bed individual street learn tough anything.,2025-03-08,2025-03-11,6.39,Bug,Medium,Admin,U09
479,Happy laugh win yes up.,2025-01-06,2025-01-13,3.28,Bug,Low,Admin,U07
480,Simply left world if natural admit buy role.,2025-01-30,2025-02-05,2.21,Bug,High,Technical,U08
481,Option low particular lawyer future.,2025-04-11,2025-04-14,8.75,Feature,Medium,Technical,U04
482,Choice style budget best crime election.,2025-02-16,2025-02-19,7.88,Improvement,Low,Admin,U02
